name,site,phone_number,full_address,street,city,state,postal_code,review_count,review_stars,working_hours,latitude,longitude,source_url
Lyfe Boxing,https://lyfeboxing.com/locations/great-neck/,+1 516 210 6469,"493 Middle Neck Rd, Great Neck, NY 11023",493 Middle Neck Rd,Great Neck,NY,11023,115,4.9,"{""Friday"":""6 AM–12 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""Closed"",""Sunday"":""8 AM–12 PM"",""Thursday"":""3:30–8 PM"",""Tuesday"":""3:30–8 PM"",""Wednesday"":""6 AM–8 PM""}",40.799863,-73.7338999,"https://www.google.com/maps/place/Lyfe+Boxing/@40.799863,-73.7386635,17z/data=!4m11!1m3!2m2!1sboxing+classes+in+new+york!6e1!3m6!1s0x89c2890ec85f640d:0xc214bd77c2d6213e!8m2!3d40.799863!4d-73.7338999!15sChpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya1ocIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya5IBCmJveGluZ19neW2aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjAxZWxSdFRucGlSMnhaWkZaS1psSnFXa1ZOVldjd1RqTndWbGRJWXhBQqoBVxABKhIiDmJveGluZyBjbGFzc2VzKAAyHxABIhvVfrZ6LQskaCtGNXwsgGy4pJid8XlZTrtBEKwyHhACIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya-ABAPoBBAgAEDU!16s%2Fg%2F11l72nqfrr?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Mendez Boxing Harlem,https://www.mendezboxinggym.com/,+1 917 837 1742,"56 W 125th St, New York, NY 10027",56 W 125th St,New York,NY,10027,42,4.6,"{""Friday"":""7 AM–9 PM"",""Monday"":""7 AM–9 PM"",""Saturday"":""8 AM–8 PM"",""Sunday"":""9 AM–5 PM"",""Thursday"":""7 AM–9 PM"",""Tuesday"":""7 AM–9 PM"",""Wednesday"":""7 AM–9 PM""}",40.8070842,-73.9443917,"https://www.google.com/maps/place/Mendez+Boxing+Harlem/@40.8070842,-73.9491553,17z/data=!4m11!1m3!2m2!1sboxing+classes+in+new+york!6e1!3m6!1s0x89c2f7277ce41aa5:0x3d56721973a78a7c!8m2!3d40.8070842!4d-73.9443917!15sChpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya1ocIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya5IBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVUm5hM0JJVm1KM0VBRaoBVxABKhIiDmJveGluZyBjbGFzc2VzKAAyHxABIhvVfrZ6LQskaCtGNXwsgGy4pJid8XlZTrtBEKwyHhACIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya-ABAPoBBQiMARBG!16s%2Fg%2F11tp2qptrt?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Boxing Coach Juan,https://boxingcoachjuan.com/in-person-boxing-lessons/,+1 347 439 5810,"255 McKibbin St, Brooklyn, NY 11206",255 McKibbin St,Brooklyn,NY,11206,54,5,"{""Friday"":""6 AM–10 PM"",""Monday"":""6 AM–10 PM"",""Saturday"":""9 AM–2 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–10 PM"",""Tuesday"":""6 AM–10 PM"",""Wednesday"":""6 AM–10 PM""}",40.705891,-73.9371786,"https://www.google.com/maps/place/Boxing+Coach+Juan/@40.705891,-73.9419422,17z/data=!3m1!5s0x89c25bff6da41287:0xe6954330638c637f!4m11!1m3!2m2!1sboxing+classes+in+new+york!6e1!3m6!1s0x89c25c00cfae8a01:0x8f8ebd66bcb1fa3!8m2!3d40.705891!4d-73.9371786!15sChpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya1ocIhpib3hpbmcgY2xhc3NlcyBpbiBuZXcgeW9ya5IBEHBlcnNvbmFsX3RyYWluZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXRaMlZ5TFdoUlJSQUKqAVcQASoSIg5ib3hpbmcgY2xhc3NlcygAMh8QASIb1X62ei0LJGgrRjV8LIBsuKSYnfF5WU67QRCsMh4QAiIaYm94aW5nIGNsYXNzZXMgaW4gbmV3IHlvcmvgAQD6AQQIABBM!16s%2Fg%2F11b6_cc_gd?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
STOCKTON CAL STREET BOXING CLUB,http://stocktoncalstreetboxingclub.com/?utm_source=gmb&utm_medium=referral,+1 209 507 5152,"317 N California St, Stockton, CA 95202",317 N California St,Stockton,CA,95202,64,4.5,"{""Friday"":""3:30–6 PM"",""Monday"":""3:30–6 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""3:30–6:30 PM"",""Tuesday"":""3:30–6:30 PM"",""Wednesday"":""3:30–6:30 PM""}",37.9570106,-121.2857671,"https://www.google.com/maps/place/STOCKTON+CAL+STREET+BOXING+CLUB/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x8090129f60c0b9c7:0xb3f1105b41e7d6ff!8m2!3d37.9570106!4d-121.2857671!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBC2JveGluZ19jbHVimgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1V1VWUkVhRTVOYlRsUVpXcGtUMkpFVGpaV1YzaFNXVlJTZWs5RlJSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECAAQLQ!16s%2Fg%2F1q62gs0tf?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Boxing Works,http://www.boxingworksofficial.com/,+1 310 371 1500,"4549 Artesia Blvd, Lawndale, CA 90260",4549 Artesia Blvd,Lawndale,CA,90260,60,4.9,"{""Friday"":""3–8 PM"",""Monday"":""7–8 AM"",""Saturday"":""9 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""7–8 AM"",""Tuesday"":""7–8 AM"",""Wednesday"":""7–8 AM""}",33.8731545,-118.3565678,"https://www.google.com/maps/place/Boxing+Works/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80c2b482c6236e89:0xace7cf08757b063b!8m2!3d33.8731545!4d-118.3565678!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBA2d5bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSYU1uQkRVR1JSRUFFqgFVEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhuxlJW3qmVTXxoD1qVGkDD8TlebVcH56T1qMmYyHhACIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYeABAPoBBAhJEEs!16s%2Fg%2F1tgdcp32?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Adrenaline Boxing Club (ABC),https://adrenalin-boxing.com/,+1 818 807 2209,"14006 Ventura Blvd, Sherman Oaks, CA 91423",14006 Ventura Blvd,Sherman Oaks,CA,91423,112,5,"{""Friday"":""8 AM–9 PM"",""Monday"":""8 AM–9 PM"",""Saturday"":""9 AM–3 PM"",""Sunday"":""Closed"",""Thursday"":""9 AM–9 PM"",""Tuesday"":""8 AM–9 PM"",""Wednesday"":""9 AM–9 PM""}",34.1488281,-118.4375722,"https://www.google.com/maps/place/Adrenaline+Boxing+Club+(ABC)/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80c2971e22ec9d9f:0x31e29a611d57f62!8m2!3d34.1488281!4d-118.4375722!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBC2JveGluZ19jbHVimgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIyYzB4VVlUaDNSUkFCqgFVEAEqECIMYm94aW5nIGNsYXNzKAAyHxABIhuxlJW3qmVTXxoD1qVGkDD8TlebVcH56T1qMmYyHhACIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYeABAPoBBQiXAhA7!16s%2Fg%2F11sszhcs90?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
LAKO Boxing Club & Training Studio,https://lakoboxingclub.com/,+1 323 340 1469,"4419 Eagle Rock Blvd, Los Angeles, CA 90041",4419 Eagle Rock Blvd,Los Angeles,CA,90041,72,4.5,"{""Friday"":""6 AM–9 PM"",""Monday"":""6 AM–9 PM"",""Saturday"":""8 AM–3 PM"",""Sunday"":""9 AM–3 PM"",""Thursday"":""6 AM–9 PM"",""Tuesday"":""6 AM–9 PM"",""Wednesday"":""6 AM–9 PM""}",34.1248123,-118.2205992,"https://www.google.com/maps/place/LAKO+Boxing+Club+%26+Training+Studio/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80c2c14f7895b301:0xb4a1b6211c925794!8m2!3d34.1248123!4d-118.2205992!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTklPRGw1U2pSUlJSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECAAQMw!16s%2Fg%2F11b7r_px15?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
City of Angels Boxing,http://www.cityofangelsboxing.com/,+1 323 630 1974,"3006 Main St, Los Angeles, CA 90007",3006 Main St,Los Angeles,CA,90007,54,4.4,"{""Friday"":""11:30 AM–1:30 PM"",""Monday"":""11:30 AM–1:30 PM"",""Saturday"":""10:30 AM–1:30 PM"",""Sunday"":""Closed"",""Thursday"":""11:30 AM–1:30 PM"",""Tuesday"":""11:30 AM–1:30 PM"",""Wednesday"":""11:30 AM–1:30 PM""}",34.0214146,-118.2706533,"https://www.google.com/maps/place/City+of+Angels+Boxing/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80c2c66055725671:0x13ed65e02dc3ee36!8m2!3d34.0214146!4d-118.2706533!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTTNObkptYVZOUkVBRaoBVRABKhAiDGJveGluZyBjbGFzcygAMh8QASIbsZSVt6plU18aA9alRpAw_E5Xm1XB-ek9ajJmMh4QAiIaYm94aW5nIGNsYXNzIGluIGNhbGlmb3JuaWHgAQD6AQUI_QIQKg!16s%2Fg%2F11bbwr2cdb?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
California Boxing and MMA,https://californiaboxingandmma.com/,+1 916 316 0393,"4865 Pasadena Ave #1, Sacramento, CA 95841",4865 Pasadena Ave #1,Sacramento,CA,95841,65,4.3,"{""Friday"":""9–11 AM"",""Monday"":""9–11 AM"",""Saturday"":""9–11 AM"",""Sunday"":""Closed"",""Thursday"":""9–11 AM"",""Tuesday"":""9–11 AM"",""Wednesday"":""9–11 AM""}",38.6490017,-121.3576395,"https://www.google.com/maps/place/California+Boxing+and+MMA/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x809adc3fa99ec43b:0xdecc67223e3469dd!8m2!3d38.6490017!4d-121.3576395!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhhZEZVeFozbFphbXhPWkVoYVZWTnNTakJoU0d0MFVrWmFSV1ZJWXhBQqoBVRABKhAiDGJveGluZyBjbGFzcygAMh8QASIbsZSVt6plU18aA9alRpAw_E5Xm1XB-ek9ajJmMh4QAiIaYm94aW5nIGNsYXNzIGluIGNhbGlmb3JuaWHgAQD6AQQIABBC!16s%2Fg%2F11g_bshh1?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Forj LA,https://www.forjfitness.com/,+1 213 376 4254,"333 N Mission Rd Suite D, Los Angeles, CA 90033",333 N Mission Rd Suite D,Los Angeles,CA,90033,458,5,"{""Friday"":""6 AM–10 PM"",""Monday"":""6 AM–10 PM"",""Saturday"":""7 AM–6 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–10 PM"",""Tuesday"":""6 AM–10 PM"",""Wednesday"":""6 AM–10 PM""}",34.0524418,-118.2270356,"https://www.google.com/maps/place/Forj+LA/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80c2c797794db571:0xfb68775854c97750!8m2!3d34.0524418!4d-118.2270356!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblRVTnZlV05FUlRWM1JSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECC4QTA!16s%2Fg%2F11s8zllv1l?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Jose Morales Boxing Academy,https://theboxingacademy.net/,+1 916 774 2696,"10600 Industrial Ave #150, Roseville, CA 95678",10600 Industrial Ave Suite 150,Roseville,CA,95678,669,5,"{""Friday"":""5:30–10 AM"",""Monday"":""5:30–10 AM"",""Saturday"":""7:30–11:30 AM"",""Sunday"":""Closed"",""Thursday"":""5:30–10 AM"",""Tuesday"":""5:30–10 AM"",""Wednesday"":""5:30–10 AM""}",38.8015949,-121.3066627,"https://www.google.com/maps/place/Jose+Morales+Boxing+Academy/@36.1998428,-122.6789498,7z/data=!3m1!5s0x809b22347c1012cd:0xa728b131bcb33639!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x809b23b235290915:0xc0d7d8800d1fafbb!8m2!3d38.8015949!4d-121.3066627!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjZlRGN6U2w5M1JSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECF8QTA!16s%2Fg%2F11h03ft991?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Hill Street Boxing & Fitness Gym,https://www.mindbodyonline.com/explore/locations/hill-street-boxing-fitness-gym,+1 562 754 7921,"1201 E Hill St, Signal Hill, CA 90755",1201 E Hill St,Signal Hill,CA,90755,68,4.9,"{""Friday"":""5 AM–9 PM"",""Monday"":""5 AM–9 PM"",""Saturday"":""7 AM–2:30 PM"",""Sunday"":""8 AM–12 PM"",""Thursday"":""5 AM–9 PM"",""Tuesday"":""5 AM–9 PM"",""Wednesday"":""5 AM–9 PM""}",33.7972933,-118.1760809,"https://www.google.com/maps/place/Hill+Street+Boxing+%26+Fitness+Gym/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80dd31620136ef69:0xa9507a0f41e7e513!8m2!3d33.7972933!4d-118.1760809!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXRkMWxFZVhkQlJSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECB0QNQ!16s%2Fg%2F1jkxs1cnr?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
CHINO BOXING CLUB,https://www.mindbodyonline.com/explore/locations/3rd-street-boxing-gym?hl=en-US&gei=lqjIaN31H6G1qtsP1eX_-Aw&rwg_token=ACgRB3fcQjdoutq_Zby30qa2ao7PbbrPe0Jbek608MxmDXmf33XoeV2Q7aD2q68-qnsyihz7fNAFmK2XXFSKBwrlzoSrMWkzuQ%3D%3D,+1 909 334 3260,"5201 D St, Chino, CA 91710",5201 D St,Chino,CA,91710,33,4.8,"{""Friday"":""Closed"",""Monday"":""4–8 PM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""4–8 PM"",""Tuesday"":""4–8 PM"",""Wednesday"":""4–8 PM""}",34.0133944,-117.6913791,"https://www.google.com/maps/place/CHINO+BOXING+CLUB/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80c332d8b0ef2769:0xd743021195fabc4a!8m2!3d34.0133944!4d-117.6913791!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkNiVFZFUm5CM1JSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECAAQGQ!16s%2Fg%2F11h12my7w?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Lobos Boxing Club,https://www.lobosboxingclub.com/,+1 323 685 6267,"7162 Melrose Ave, Los Angeles, CA 90046",7162 Melrose Ave,Los Angeles,CA,90046,40,5,"{""Friday"":""7 AM–7:45 PM"",""Monday"":""7 AM–7:45 PM"",""Saturday"":""9 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""7 AM–7:45 PM"",""Tuesday"":""7 AM–7:45 PM"",""Wednesday"":""7 AM–7:45 PM""}",34.0833057,-118.3456563,"https://www.google.com/maps/place/Lobos+Boxing+Club/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80c2b8d5530256e7:0x754e598f8d4e0071!8m2!3d34.0833057!4d-118.3456563!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnRaTWxOc1FtMVBSa1pZVjJwQ1NHVkVaRTVPVms1U1pVVk5lVTB5WXhBQqoBVRABKhAiDGJveGluZyBjbGFzcygAMh8QASIbsZSVt6plU18aA9alRpAw_E5Xm1XB-ek9ajJmMh4QAiIaYm94aW5nIGNsYXNzIGluIGNhbGlmb3JuaWHgAQD6AQQIABA7!16s%2Fg%2F11hdw2xnhf?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
THEBOX Training Center,https://theboxtrainingcenter.com/,+1 714 722 9142,"2000 Harbor Blvd Unit A-116, Costa Mesa, CA 92627",2000 Harbor Blvd Unit A-116,Costa Mesa,CA,92627,238,4.9,"{""Friday"":""6 AM–5 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""7 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–8 PM"",""Tuesday"":""6 AM–8 PM"",""Wednesday"":""6 AM–8 PM""}",33.6471753,-117.9183552,"https://www.google.com/maps/place/THEBOX+Training+Center/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80dcdeb4e842c4a1:0xd020aa3ce54adf53!8m2!3d33.6471753!4d-117.9183552!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblRVUnZOR1ZQT0doblJSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECBoQSA!16s%2Fg%2F1tcx_3sj?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Bakersfield Boxing and Fitness Club,http://www.bakersfieldboxingclub.com/,+1 661 679 3535,"3452 Alken St # C, Bakersfield, CA 93308",3452 Alken St # C,Bakersfield,CA,93308,494,4.9,"{""Friday"":""9:30–10:30 AM"",""Monday"":""9:30–10:30 AM"",""Saturday"":""8–10 AM"",""Sunday"":""Closed"",""Thursday"":""9:30–10:30 AM"",""Tuesday"":""9:30–10:30 AM"",""Wednesday"":""9:30–10:30 AM""}",35.3913204,-119.0793996,"https://www.google.com/maps/place/Bakersfield+Boxing+and+Fitness+Club/@36.1998428,-122.6789498,7z/data=!4m10!1m2!2m1!1sboxing+class+in+California!3m6!1s0x80ea42f7f3f52333:0x25d4f15f2e0a38d9!8m2!3d35.3913204!4d-119.0793996!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkhjeTFQTTBKM0VBRaoBVRABKhAiDGJveGluZyBjbGFzcygAMh8QASIbsZSVt6plU18aA9alRpAw_E5Xm1XB-ek9ajJmMh4QAiIaYm94aW5nIGNsYXNzIGluIGNhbGlmb3JuaWHgAQD6AQQIABBK!16s%2Fg%2F11bxc6phl3?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Unified Boxing Club,https://www.unifiedboxingclub.com/,+1 424 428 1370,"6775 Santa Monica Blvd #2B, Los Angeles, CA 90038",6775 Santa Monica Blvd #2B,Los Angeles,CA,90038,34,5,"{""Friday"":""5:45–8 AM"",""Monday"":""6:45–8 AM"",""Saturday"":""9:15–11:30 AM"",""Sunday"":""9:45–11 AM"",""Thursday"":""5:45–8 AM"",""Tuesday"":""5:45–8 AM"",""Wednesday"":""5:45–8 AM""}",34.0909784,-118.338171,"https://www.google.com/maps/place/Unified+Boxing+Club/@36.1998428,-122.6789498,7z/data=!4m11!1m3!2m2!1sboxing+class+in+California!6e1!3m6!1s0x80c2bfd4293a16f1:0x10fe288e4c8e2fde!8m2!3d34.0909784!4d-118.338171!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTVlSE5EU0d4blJSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEFCJgCEEc!16s%2Fg%2F11sv9brskt?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
818 Boxing Club,https://www.mindbodyonline.com/explore/locations/3rd-street-boxing-gym?hl=en-US&gei=lqjIaN31H6G1qtsP1eX_-Aw&rwg_token=ACgRB3fcQjdoutq_Zby30qa2ao7PbbrPe0Jbek608MxmDXmf33XoeV2Q7aD2q68-qnsyihz7fNAFmK2XXFSKBwrlzoSrMWkzuQ%3D%3D,+1 818 679 6825,"215 Chatsworth Dr, San Fernando, CA 91340",215 Chatsworth Dr,San Fernando,CA,91340,42,4.7,"{""Friday"":""8 AM–1 PM"",""Monday"":""8 AM–1 PM"",""Saturday"":""8–10 AM"",""Sunday"":""Closed"",""Thursday"":""8 AM–1 PM"",""Tuesday"":""8 AM–1 PM"",""Wednesday"":""8 AM–1 PM""}",34.2804482,-118.4399338,"https://www.google.com/maps/place/818+Boxing+Club/@36.1998428,-122.6789498,7z/data=!4m11!1m3!2m2!1sboxing+class+in+California!6e1!3m6!1s0x80c2915cdcff3bf5:0x10018149b208165b!8m2!3d34.2804482!4d-118.4399338!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkNiR1JxVXpWUlJSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECB4QQA!16s%2Fg%2F124yk0fhj?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
Prevail Boxing NoHo,https://www.prevailboxing.com/,+1 818 308 7938,"11112 Magnolia Blvd, North Hollywood, CA 91601",11112 Magnolia Blvd,North Hollywood,CA,91601,33,5,"{""Friday"":""6 AM–8 PM"",""Monday"":""6 AM–8 PM"",""Saturday"":""8:30 AM–12:30 PM"",""Sunday"":""Closed"",""Thursday"":""6 AM–8 PM"",""Tuesday"":""6 AM–8 PM"",""Wednesday"":""6 AM–8 PM""}",34.1646595,-118.3729709,"https://www.google.com/maps/place/Prevail+Boxing+NoHo/@36.1998428,-122.6789498,7z/data=!4m11!1m3!2m2!1sboxing+class+in+California!6e1!3m6!1s0x80c295292cf2062f:0x54cf6a0e1c8e20de!8m2!3d34.1646595!4d-118.3729709!15sChpib3hpbmcgY2xhc3MgaW4gQ2FsaWZvcm5pYVocIhpib3hpbmcgY2xhc3MgaW4gY2FsaWZvcm5pYZIBCmJveGluZ19neW2aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTk1ORnBMVkRWblJSQUKqAVUQASoQIgxib3hpbmcgY2xhc3MoADIfEAEiG7GUlbeqZVNfGgPWpUaQMPxOV5tVwfnpPWoyZjIeEAIiGmJveGluZyBjbGFzcyBpbiBjYWxpZm9ybmlh4AEA-gEECAAQSA!16s%2Fg%2F11nxfmln32?entry=ttu&g_ep=EgoyMDI1MDkxMC4wIKXMDSoASAFQAw%3D%3D"
